Throughput,Net_Life,Net_Energy,Latency,Energy_Balance
1.0,1.0,200.0,0.0,0.0
1.0,1.0,189.49124686326022,6.173085319149835,0.0006794268450062614
1.0,1.0,179.31851108139875,5.714369235752863,0.0006485958148664504
0.9992937997318141,0.99,169.26295236329858,6.6039304005783155,0.0009741993824796985
0.9992921346461497,0.97,158.08234697655357,7.155570305411207,0.0009835353530909332
0.9991568883850768,0.94,146.43687657862097,7.605073555674633,0.0010554964798380874
0.9986144955165566,0.88,134.70599524725702,8.79693592727093,0.0009827658218322598
0.9981252640249637,0.83,123.84248440742005,8.047753458305335,0.0008035519353110968
0.9982793464857721,0.83,115.94560760382382,8.013084411541623,0.0007461065962705993
0.9944464195646738,0.76,108.01532670039714,8.782855174175715,0.0010368117733103523
0.9786081693163297,0.73,99.33351441868503,8.585285038504578,0.0006984689135767886
