energy_cons,data_transmitted,t_delay,labels
0.00010530244081492799,2100.0,1.036016455674875,0.0
0.00011373266219536826,2100.0,0.02927691197666339,0.0
5.507235424673229e-05,1100.0,0.014296726081111794,0.0
0.051400674933705134,20000.0,2.442581546679305,1.0
5.5485499350432445e-05,1100.0,1.1363778853068829,0.0
0.00012173222976103105,2100.0,0.2567219786790875,0.0
0.00011654142488676322,2100.0,0.12951175211755306,0.0
0.00010543504919817697,2100.0,0.09009908025468547,0.0
0.00015578690150000148,3100.0,0.06548067804138291,0.0
0.00010891719422948783,2100.0,1.0663143771368482,0.0
0.00010770761564253228,2100.0,2.1316971013668518,0.0
0.00012086022179494319,2100.0,0.15026518963526084,0.0
0.00011923535045802635,2100.0,1.0879165750537023,0.0
0.00011642799764105237,2100.0,0.10067664947480576,0.0
0.00010695890740654278,2100.0,1.0342790249980152,0.0
0.0001579500830176037,3100.0,0.25257366123659525,0.0
5.6765196683670885e-05,1100.0,0.09774193616160812,0.0
5.6937387064668844e-05,1100.0,1.1996625636535483,0.0
5.9442775395377454e-05,1100.0,1.0083554433414201,0.0
0.0001767961213798998,3100.0,0.24837517932036232,0.0
0.00015638042854182888,3100.0,1.172819745255208,0.0
0.0001061117895642636,2100.0,0.23521731415465874,0.0
0.00010871356362776108,2100.0,1.0667885817646499,0.0
0.00012033550430183906,2100.0,0.2232406582004007,0.0
6.296773053961809e-05,1100.0,2.005374538032379,0.0
0.00010568752850207215,2100.0,0.05576068235518574,0.0
0.00011140984675235824,2100.0,1.0464014985678507,0.0
0.00012046853952952578,2100.0,2.2761501572089964,0.0
0.00011011949244261832,2100.0,1.1191781758081158,0.0
0.00015741304786357158,3100.0,1.3934895540159724,0.0
5.620126670489532e-05,1100.0,2.1720610231961577,0.0
5.585624279029959e-05,1100.0,0.005907652604569676,0.0
0.00016221229718717148,3100.0,0.015158493094708538,0.0
0.00011997116183126606,2100.0,1.1291471433849518,0.0
5.587180092514897e-05,1100.0,0.05576852865528124,0.0
5.505275492404521e-05,1100.0,0.017753156002600093,0.0
5.723669815374512e-05,1100.0,0.0685568372088189,0.0
5.604240842539283e-05,1100.0,2.0731854113802513,0.0
0.00010789446213919301,2100.0,1.1570573473556736,0.0
0.04895360663170352,19000.0,2.690611229658164,1.0
0.00015759598446141835,3100.0,0.15686963075222532,0.0
5.6991854686063124e-05,1100.0,1.0916204858102811,0.0
0.00010940239581603234,2100.0,0.29819489039634445,0.0
0.00011409503148247342,2100.0,3.211386123779789,0.0
5.8151480026678643e-05,1100.0,0.10929176336833862,0.0
0.00015548852645595553,3100.0,1.146100723093512,0.0
0.0001579019082071052,3100.0,0.12711347229904577,0.0
5.5599472753898204e-05,1100.0,2.258387788309646,0.0
5.685653511472937e-05,1100.0,0.051244744728088126,0.0
0.00011078285406918323,2100.0,0.05833412138081848,0.0
0.00017698504673259894,3100.0,3.192178919828585,0.0
0.0001759349230952603,3100.0,1.1009646092694847,0.0
0.0001620700257174586,3100.0,0.021729681511891502,0.0
6.075898276089946e-05,1100.0,2.0250244819578946,0.0
0.00010767006140592984,2100.0,0.06206886907503846,0.0
0.05002593201956488,19000.0,2.514293339773456,1.0
5.973068006978885e-05,1100.0,0.14711075076806965,0.0
0.00017235746794891387,3100.0,0.06660302198633834,0.0
0.00017957825851401928,3100.0,0.022820267289470827,0.0
0.00010695890740654278,2100.0,0.05056338238502893,0.0
0.00016610401420492202,3100.0,1.0822160127006433,0.0
5.761636262759944e-05,1100.0,0.016351395233259538,0.0
5.759909320874791e-05,1100.0,1.52708883233227,0.0
0.00011363063388354836,2100.0,0.024433795444984682,0.0
0.0001654310862906884,3100.0,1.0589867098240349,0.0
0.00010523442202021484,2100.0,3.1462970497523894,0.0
6.34398205268072e-05,1100.0,0.12028044960033699,0.0
5.8600185547051046e-05,1100.0,0.053694577656085096,0.0
0.04934437970692262,19000.0,2.5630374357427983,1.0
0.0001604538914611923,3100.0,0.06640940431692001,0.0
6.076357089518833e-05,1100.0,0.3353392471919401,0.0
0.00010852227711200682,2100.0,0.08181876053718809,0.0
0.00015529686706580807,3100.0,1.0314927679332093,0.0
5.9360218056445995e-05,1100.0,1.058021896252729,0.0
0.0001553803428291827,3100.0,0.08825086413896135,0.0
0.0001605238667443376,3100.0,0.11730840832713096,0.0
0.00010666477808096138,2100.0,0.08512125444933566,0.0
0.04891540038298237,20000.0,2.424492458066618,1.0
5.931093300138856e-05,1100.0,0.1173288020995231,0.0
0.00017613865515575782,3100.0,1.1835260379265948,0.0
0.00011731702004025715,2100.0,1.0433050523936414,0.0
0.00015554398217950254,3100.0,0.17946332738482568,0.0
6.20963438474783e-05,1100.0,0.1195125482907782,0.0
0.00017888349315108904,3100.0,0.2395126353943742,0.0
6.051560541580998e-05,1100.0,2.1524155738099346,0.0
5.687754580027065e-05,1100.0,1.0099179286691637,0.0
6.20963438474783e-05,1100.0,0.0357830062373593,0.0
5.503595411265252e-05,1100.0,1.2268990343523054,0.0
5.659503100708156e-05,1100.0,1.137567417623518,0.0
0.05049364373429682,20000.0,2.582474574051837,1.0
0.00011508829224648894,2100.0,0.015482934679448682,0.0
0.00010520187573120614,2100.0,0.0704672430538296,0.0
0.00017050401533809527,3100.0,0.07222050467966962,0.0
5.6122231871091164e-05,1100.0,0.0508755952048852,0.0
0.00015867168665528413,3100.0,0.3699576813338087,0.0
0.00015953636357798103,3100.0,1.022602287744456,0.0
0.051503441831714375,20000.0,2.63265425662349,1.0
6.28726387904127e-05,1100.0,0.022271547350406505,0.0
0.00010831002531910635,2100.0,0.019004152592826767,0.0
5.579507951417204e-05,1100.0,2.010298477361824,0.0
5.791753820727965e-05,1100.0,0.10152333996614525,0.0
0.00017114742105173045,3100.0,1.013476355383469,0.0
6.0873373496869776e-05,1100.0,0.021382644357227247,0.0
0.00011279207660890338,2100.0,0.06612970844365018,0.0
5.841132308949731e-05,1100.0,0.019839645656608076,0.0
0.00010720168908272155,2100.0,0.04164230896872429,0.0
6.345112595673292e-05,1100.0,0.00838748617369068,0.0
0.00010516836773272278,2100.0,0.09008627176188352,0.0
0.05062315655153168,19000.0,2.5034269320535043,1.0
5.613293464873208e-05,1100.0,0.29540222232513474,0.0
0.00011174532757857552,2100.0,2.0318813207433486,0.0
5.812805150801596e-05,1100.0,0.1387832954961731,0.0
0.00011562571843938534,2100.0,2.014905836440106,0.0
0.00015652886405178885,3100.0,1.4483842191828358,0.0
5.608356916659591e-05,1100.0,0.037382831740740086,0.0
0.00016952469297671957,3100.0,0.12470033142890967,0.0
5.5011299584617224e-05,1100.0,1.028643343327835,0.0
5.6848347565217264e-05,1100.0,0.2838274650255943,0.0
0.0001762154453376166,3100.0,0.12915438344140326,0.0
0.00016641870086129214,3100.0,0.1965802218254828,0.0
5.8521923276281536e-05,1100.0,1.0179031902388247,0.0
