Throughput,Net_Life,Net_Energy,Latency,Energy_Balance
1.0,1.0,200.0,0.0,0.0
1.0,1.0,184.59687680320218,6.836916658014625,0.001544635450039593
0.8432203230688916,0.99,171.79285146135524,10.902242163157371,0.0008475128715021475
0.7529431164708952,0.96,162.90543462791163,10.279677022321604,0.000556677577604729
0.659335399343377,0.94,155.89801290604638,13.926700152001352,0.0004700422927581661
0.5844869464923609,0.92,149.38416382954642,13.599985215980409,0.00037035305175225604
0.5347769613156999,0.92,144.04108248672742,13.600031329147061,0.00034087835002809003
0.4897354558897863,0.88,139.0164322358165,14.21345278289702,0.00022841097056991222
0.4542151137584153,0.87,135.05703772360587,14.175021247880238,0.0001946216899919254
0.42774398378264683,0.86,131.22119483692762,14.15472253351791,0.00017302002412766468
0.40720615503127244,0.85,128.02098110910018,14.143651378088903,0.00017397058286300907
